測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
920438.BJ,資捺暪,2024-05-27,16.08,16.38,15.83,16.2,3517491,
920438.BJ,資捺暪,2024-05-28,16.2,16.56,15.74,15.75,2999784,
920438.BJ,資捺暪,2024-05-29,15.69,16.07,15.52,15.54,2504786,
920438.BJ,資捺暪,2024-05-30,15.51,15.58,14.96,15,3889034,
920438.BJ,資捺暪,2024-05-31,15,15.39,15,15.19,1989627,
920438.BJ,資捺暪,2024-06-03,15.2,15.25,14.36,14.65,3184165,
920438.BJ,資捺暪,2024-06-04,14.69,14.96,14.54,14.85,1986045,
920438.BJ,資捺暪,2024-06-05,14.73,14.87,14.19,14.19,2398363,
920438.BJ,資捺暪,2024-06-06,14.28,14.4,13.33,13.36,3797312,
920438.BJ,資捺暪,2024-06-07,13.49,13.8,13.08,13.79,3335351,
920438.BJ,資捺暪,2024-06-11,13.63,14.04,13.36,13.83,2228953,
920438.BJ,資捺暪,2024-06-12,13.8,14.1,13.71,13.92,1721049,
920438.BJ,資捺暪,2024-06-13,14,14.03,13.58,13.75,1877226,
920438.BJ,資捺暪,2024-06-14,13.78,14.04,13.7,13.71,1440094,
920438.BJ,資捺暪,2024-06-17,13.63,13.68,13.21,13.29,1963326,
920438.BJ,資捺暪,2024-06-18,13.33,13.55,13.27,13.32,1431256,
920438.BJ,資捺暪,2024-06-19,13.42,14.32,13.33,13.81,4243063,
920438.BJ,資捺暪,2024-06-20,13.69,13.77,13.22,13.55,2722814,
920438.BJ,資捺暪,2024-06-21,13.58,14.06,13.41,13.72,2801351,
920438.BJ,資捺暪,2024-06-24,13.72,13.72,12.92,13,1941349,
920438.BJ,資捺暪,2024-06-25,13.02,13.19,12.66,12.8,1696115,
920438.BJ,資捺暪,2024-06-26,12.73,13.24,12.72,13.1,1614230,
920438.BJ,資捺暪,2024-06-27,13.19,13.28,12.68,12.7,2246444,
920438.BJ,資捺暪,2024-06-28,12.68,13.56,12.68,13,3273005,
920438.BJ,資捺暪,2024-07-01,12.84,13.1,12.7,13,1930082,
920438.BJ,資捺暪,2024-07-02,13.12,13.12,12.81,12.84,1211734,
920438.BJ,資捺暪,2024-07-03,12.89,12.89,12.36,12.51,1599903,
920438.BJ,資捺暪,2024-07-04,12.46,12.76,12.36,12.36,1580236,
920438.BJ,資捺暪,2024-07-05,12.45,12.54,11.98,12.16,1637649,
920438.BJ,資捺暪,2024-07-08,12.15,12.15,11.43,11.48,2284786,
920438.BJ,資捺暪,2024-07-09,11.39,11.99,11.36,11.88,2340354,
920438.BJ,資捺暪,2024-07-10,11.8,12.1,11.54,11.57,1734452,
920438.BJ,資捺暪,2024-07-11,11.87,13.38,11.79,12.91,6552016,
920438.BJ,資捺暪,2024-07-12,12.6,12.84,12.48,12.62,3182467,
920438.BJ,資捺暪,2024-07-15,12.48,13.88,12.46,13.4,5774845,
920438.BJ,資捺暪,2024-07-16,13.26,15.18,13.21,14.83,9798263,
920438.BJ,資捺暪,2024-07-17,14.6,16.37,14.1,15.4,12088938,
920438.BJ,資捺暪,2024-07-18,15.03,15.3,13.61,13.7,8706774,
920438.BJ,資捺暪,2024-07-19,13.95,14.28,13.53,13.59,4291597,
920438.BJ,資捺暪,2024-07-22,13.5,14.13,13.12,13.84,3187426,
920438.BJ,資捺暪,2024-07-23,13.72,13.95,13.29,13.29,2522211,
920438.BJ,資捺暪,2024-07-24,13.11,13.48,12.48,12.5,3142061,
920438.BJ,資捺暪,2024-07-25,12.46,12.83,12.31,12.5,1869080,
920438.BJ,資捺暪,2024-07-26,12.53,13.03,12.5,12.83,2123976,
920438.BJ,資捺暪,2024-07-29,12.9,12.9,12.5,12.72,1497325,
920438.BJ,資捺暪,2024-07-30,12.63,13.15,12.56,12.87,1926359,
920438.BJ,資捺暪,2024-07-31,12.94,13.45,12.79,13.32,2637275,
920438.BJ,資捺暪,2024-08-01,13.4,13.4,13.02,13.09,1735732,
920438.BJ,資捺暪,2024-08-02,13.1,13.18,12.56,12.56,2044484,
920438.BJ,資捺暪,2024-08-05,12.4,12.68,11.86,11.97,1990572,
920438.BJ,資捺暪,2024-08-06,12.11,12.36,12,12.19,1098733,
920438.BJ,資捺暪,2024-08-07,12.3,12.33,12.11,12.15,923273,
920438.BJ,資捺暪,2024-08-08,12.06,12.26,11.91,12.16,1099179,
920438.BJ,資捺暪,2024-08-09,12.21,13.13,12.21,12.89,3735528,
920438.BJ,資捺暪,2024-08-12,12.65,12.9,12.48,12.86,2151879,
920438.BJ,資捺暪,2024-08-13,11.94,12.29,11.86,12.2,3416154,
920438.BJ,資捺暪,2024-08-14,12.09,13.19,11.71,12.97,5795397,
920438.BJ,資捺暪,2024-08-15,12.57,13.33,12.54,12.84,4480337,
920438.BJ,資捺暪,2024-08-16,12.8,13.08,12.58,12.93,2888694,
920438.BJ,資捺暪,2024-08-19,12.79,12.86,12.17,12.25,2455027,
920438.BJ,資捺暪,2024-08-20,12.25,12.58,12.14,12.19,1589750,
920438.BJ,資捺暪,2024-08-21,12.13,12.24,11.87,11.93,1654605,
920438.BJ,資捺暪,2024-08-22,12.03,12.03,11.64,11.65,1483935,
920438.BJ,資捺暪,2024-08-23,11.64,11.8,11.58,11.7,733961,
920438.BJ,資捺暪,2024-08-26,11.6,11.91,11.6,11.68,728457,
920438.BJ,資捺暪,2024-08-27,11.66,11.71,11.31,11.34,1113343,
920438.BJ,資捺暪,2024-08-28,11.11,11.6,11.11,11.38,710242,
920438.BJ,資捺暪,2024-08-29,11.33,11.52,11.21,11.39,1305820,
920438.BJ,資捺暪,2024-08-30,11.46,12.08,11.36,11.82,2518427,
920438.BJ,資捺暪,2024-09-02,11.78,12,11.33,11.33,1330954,
920438.BJ,資捺暪,2024-09-03,11.33,11.53,11.21,11.3,1443994,
920438.BJ,資捺暪,2024-09-04,11.25,11.26,10.99,11.01,1420192,
920438.BJ,資捺暪,2024-09-05,11.02,11.17,10.99,11.02,879444,
920438.BJ,資捺暪,2024-09-06,11.02,11.08,10.8,10.81,1289080,
920438.BJ,資捺暪,2024-09-09,10.81,10.89,10.62,10.65,614479,
920438.BJ,資捺暪,2024-09-10,10.65,10.79,10.55,10.72,777873,
920438.BJ,資捺暪,2024-09-11,10.67,10.7,10.54,10.54,551927,
920438.BJ,資捺暪,2024-09-12,10.66,10.68,10.46,10.46,625520,
920438.BJ,資捺暪,2024-09-13,10.47,11.01,10.22,10.72,2237068,
920438.BJ,資捺暪,2024-09-18,10.52,10.81,10.41,10.54,907698,
920438.BJ,資捺暪,2024-09-19,10.5804,10.7621,10.3987,10.5703,950924,
920438.BJ,資捺暪,2024-09-20,10.6006,10.641,10.3583,10.3785,878400,
920438.BJ,資捺暪,2024-09-23,10.328,10.4491,10.0756,10.0857,1060041,
920438.BJ,資捺暪,2024-09-24,10.1463,10.5299,10.1059,10.3987,1477589,
920438.BJ,資捺暪,2024-09-25,10.5804,10.9035,10.439,10.4491,2111286,
920438.BJ,資捺暪,2024-09-26,10.5198,10.8833,10.3886,10.8732,1965931,
920438.BJ,資捺暪,2024-09-27,10.9943,12.2159,10.9943,11.8827,3769542,
920438.BJ,資捺暪,2024-09-30,12.7207,14.8105,12.1149,14.7701,9066530,
920438.BJ,資捺暪,2024-10-08,19.1719,19.1719,15.4466,19.1719,17338828,
920438.BJ,資捺暪,2024-10-09,16.9609,18.9801,15.9917,16.0927,11800499,
920438.BJ,資捺暪,2024-10-10,16.446,16.9811,15.1437,15.4264,6664946,
920438.BJ,資捺暪,2024-10-11,14.9519,15.174,13.0841,13.6596,8159059,
920438.BJ,資捺暪,2024-10-14,13.6495,17.6676,13.0034,17.3345,15092674,
920438.BJ,資捺暪,2024-10-15,17.0417,20.7973,16.3653,17.7686,21387297,
920438.BJ,資捺暪,2024-10-16,16.5571,18.1421,16.3552,16.9508,11167587,
920438.BJ,資捺暪,2024-10-17,17.0922,21.9684,17.072,18.5964,22123042,
920438.BJ,資捺暪,2024-10-18,18.9498,22.2107,18.5258,20.6358,25262497,
920438.BJ,資捺暪,2024-10-21,22.2713,25.2395,22.2612,24.5328,26829598,
920438.BJ,資捺暪,2024-10-22,22.3016,23.0992,19.6868,20.2118,21724712,
920438.BJ,資捺暪,2024-10-23,19.1921,21.2012,18.8892,20.3834,14922425,
920438.BJ,資捺暪,2024-10-24,20.3935,22.2006,19.7877,22.2006,15586261,
920438.BJ,資捺暪,2024-10-25,22.6953,24.2299,21.08,21.08,23716455,
920438.BJ,資捺暪,2024-10-28,20.1916,21.9987,19.182,21.918,15002138,
920438.BJ,資捺暪,2024-10-29,21.918,28.2682,21.918,24.7246,27595835,
920438.BJ,資捺暪,2024-10-30,28.2682,30.2874,24.3611,24.7347,25928704,
920438.BJ,資捺暪,2024-10-31,23.5737,25.1385,22.5035,23.3818,21234701,
920438.BJ,資捺暪,2024-11-01,22.9174,23.7756,19.6262,19.6363,14288824,
920438.BJ,資捺暪,2024-11-04,20.4743,21.9079,20.1714,21.9079,11877579,
920438.BJ,資捺暪,2024-11-05,22.6953,24.4015,22.2107,23.4828,17020139,
920438.BJ,資捺暪,2024-11-06,23.2405,25.7947,23.2304,24.5933,20075322,
920438.BJ,資捺暪,2024-11-07,23.7251,25.2294,23.2203,25.0376,16242481,
920438.BJ,資捺暪,2024-11-08,25.8452,29.1062,24.9366,27.3596,21995221,
920438.BJ,資捺暪,2024-11-11,26.5418,28.0865,26.037,26.5923,13929728,
920438.BJ,資捺暪,2024-11-12,26.6428,28.2379,25.0678,27.2082,16149333,
920438.BJ,資捺暪,2024-11-13,26.8447,26.8649,25.0376,26.1986,11228952,
920438.BJ,資捺暪,2024-11-14,26.1582,26.6529,24.9265,24.9366,8438840,
920438.BJ,資捺暪,2024-11-15,25.2395,26.0269,24.8861,25.1991,8466072,
920438.BJ,資捺暪,2024-11-18,25.6332,26.9558,22.7155,23.5636,12594366,
920438.BJ,資捺暪,2024-11-19,24.553,24.8962,20.8074,22.8064,12152065,
920438.BJ,資捺暪,2024-11-20,22.6045,23.503,21.817,23.1799,9143261,
920438.BJ,資捺暪,2024-11-21,22.8771,23.7655,22.7155,23.5333,9354357,
920438.BJ,資捺暪,2024-11-22,23.2304,23.8261,22.0391,22.0694,8399364,
920438.BJ,資捺暪,2024-11-25,21.8069,22.2612,20.5954,21.2314,5469674,
920438.BJ,資捺暪,2024-11-26,21.605,22.9174,20.3228,21.8877,8570267,
920438.BJ,資捺暪,2024-11-27,21.2012,21.3324,19.9089,21.2012,8146699,
920438.BJ,資捺暪,2024-11-28,21.1204,23.0891,20.8882,21.4031,8632574,
920438.BJ,資捺暪,2024-11-29,21.2012,21.8069,20.4945,21.4334,7206969,
920438.BJ,資捺暪,2024-12-02,21.7059,22.3622,21.4838,22.1098,6222781,
920438.BJ,資捺暪,2024-12-03,22.2915,22.867,22.1098,22.3723,7268721,
920438.BJ,資捺暪,2024-12-04,22.6146,22.6146,20.8781,21.0497,6174212,
920438.BJ,資捺暪,2024-12-05,21.1709,21.3223,20.6358,21.1507,4811545,
920438.BJ,資捺暪,2024-12-06,21.3021,21.3526,20.7065,20.7872,4794114,
920438.BJ,資捺暪,2024-12-09,20.8983,20.8983,19.081,19.3233,6620132,
920438.BJ,資捺暪,2024-12-10,20.2723,20.6863,19.1416,19.2628,5730081,
920438.BJ,資捺暪,2024-12-11,19.2931,20.1815,19.0407,19.6969,5578164,
920438.BJ,資捺暪,2024-12-12,19.7272,19.7474,18.9801,19.6565,4035717,
920438.BJ,資捺暪,2024-12-13,19.4748,21.1406,19.2123,20.5954,8367866,
920438.BJ,資捺暪,2024-12-16,20.3935,21.5343,19.6767,20.1714,6151945,
920438.BJ,資捺暪,2024-12-17,19.8483,20.3935,19.3637,20.02,3872831,
920438.BJ,資捺暪,2024-12-18,20.2824,20.3733,19.4041,19.4647,3669926,
920438.BJ,資捺暪,2024-12-19,18.9801,19.8685,18.0917,19.2123,5472229,
920438.BJ,資捺暪,2024-12-20,18.7075,19.5354,18.7075,19.0709,3317757,
920438.BJ,資捺暪,2024-12-23,18.9902,19.2729,17.4657,17.7686,3631994,
920438.BJ,資捺暪,2024-12-24,18.1623,18.2532,17.1225,17.7181,2499127,
920438.BJ,資捺暪,2024-12-25,17.6979,17.708,16.5672,16.7085,3357223,
920438.BJ,資捺暪,2024-12-26,16.7388,17.1527,16.6076,16.7792,2910095,
920438.BJ,資捺暪,2024-12-27,16.6581,17.2335,16.6581,16.9407,2823087,
920438.BJ,資捺暪,2024-12-30,16.759,16.9104,16.0523,16.123,3184061,
920438.BJ,資捺暪,2024-12-31,16.123,16.6782,15.8605,16.0422,2695915,
